raw_value,nlu_skill,nlu_task,nlu_result_is_valid,nlu_result_tts_task_type,nlu_result_tts_text
飞迸,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到飞迸的意思，我先把它记下来
入国问禁,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到入国问禁这个成语，我先把它记下来
封盖,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到封盖的意思，我先把它记下来
发散,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到发散的意思，我先把它记下来
喋喋不已,zh_dic,no_task,False,no_task,抱歉，小猴没听懂。
黏附,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到黏附的意思，我先把它记下来
休庭,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到休庭的意思，我先把它记下来
井井有理,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到井井有理这个成语，我先把它记下来
云山雾罩,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到云山雾罩的意思，我先把它记下来
查私,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到查私的意思，我先把它记下来
磨洋工,baike,baike,False,baike,抱歉，小猴答不上来
愚蒙,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,谕蒙 ，宋代， 种放 ，大盈卑百渎，自成浮天浔。崇丘下累块，竟为蔽日深。王者在谦小，夙惟尧禹心。拜言尊贤仁，慎德弃珠金。自满九族散，匪骄百善寻。炳兹夏商鉴，灭国因夸淫。
活脱脱,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到活脱脱的意思，我先把它记下来
金鸡纳霜,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到金鸡纳霜的意思，我先把它记下来
发毛,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到发毛的意思，我先把它记下来
中弹,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到中弹的意思，我先把它记下来
开山之祖,,poem_sentence_lookup.content_lookup,True,poem_sentence_lookup.content_lookup,"这是水龙吟·补陀大士虚空中的诗句
水龙吟·补陀大士虚空 ，宋代， 辛弃疾 ，补陀大士虚空，翠岩谁记飞来处。蜂房万点，似穿如碍，玲珑窗户。石髓千年，已垂未落，嶙峋冰柱。有怒涛声远，落花香在，人疑是桃源路。又说春雷鼻息，是卧龙弯环如许。不然应是，洞庭张乐，湘灵来去。我意长松，倒生阴壑，细吟风雨。竟茫茫未晓。只应白发，是开山祖。"
杂耍,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到杂耍的意思，我先把它记下来
怒容满面,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到怒容满面这个成语，我先把它记下来
并蒂莲,baike,baike,True,baike,并蒂莲[荷花中的千瓣莲类]: 并蒂莲是荷花中的一个变种，实际上，它一茎产生两花，花各有蒂，蒂在花茎上连在一起，所以也有人称它为并头莲，同心芙蓉，合欢莲，瑞莲。属: 莲属。
一不小心,chat,chat.small_talk,False,chat.small_talk,我们先不要聊天啦，好好学习吧！
菡萏,baike,baike,True,baike,菡萏: 菡萏，荷花的别称。界: 植物界。
俚语,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,俚语 ，唐代， 佚名 ，骑虎者，势不得下。。
合上,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,河上 ，宋代， 华镇 ，沙头两两飞归雁，水面茸茸长绿蒲。知是人间好时节，不妨河上弄泥涂。
躺下,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,塘下 ，宋代， 林千之 ，一片颓园生谷桑，惟馀小圃佔秋光。竹篱蔓引牵牛碧，野菜崇生苦藚黄。抱叶蝉瘖枯树冷，衔花鹿去古台荒。兴亡往往关天数，搔首踌躇对夕阳。
闻名于世,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到闻名于世的意思，我先把它记下来
当一天和尚撞一天钟,chat,chat.small_talk,False,chat.small_talk,我们先不要聊天啦，好好学习吧！
石墩,baike,baike,True,baike,石墩:释义: 石头墩子。 石墩意思是石头墩子，即由宽而厚的石头形成的墩子。
回涨,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到回涨的意思，我先把它记下来
始料未及,zh_dic,no_task,False,no_task,抱歉，小猴没听懂。
天高气爽,,poem_sentence_lookup.content_lookup,True,poem_sentence_lookup.content_lookup,"这是南浦 浦滕王阁怀古中的诗句
南浦 浦滕王阁怀古 ，明代， 喻综 ，天高气爽，看平楚落叶动秋声。南国惊霜征雁，带影下寒城。漠漠轻舟过雨，湿帆飞远几点微星。更萧条鸦集，陌头衰柳，残照万峰青。瑟瑟江澄染练，忆从前何事不凝情。日月销磨今古，不见旧旗旌。青雀黄龙何在，也阶除惟有树长生。叹去来月上栏杆，空际水波明。"
果子酱,baike,baike,True,baike,果子酱: 果子酱，水果和糖制成的稠状食品，大多用来涂抹面包食用。
弯弯曲曲,,poem_sentence_lookup.content_lookup,True,poem_sentence_lookup.content_lookup,"这是忆秦娥（正月初六日夜月）中的诗句
忆秦娥（正月初六日夜月） ，宋代， 朱淑真 ，弯弯曲。新年新月钩寒玉。钩寒玉。凤鞋儿小，翠眉儿蹙。闹蛾雪柳添妆束。烛龙火树争驰逐。争驰逐。元宵三五，不如初六。"
黯然泪下,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到黯然泪下这个成语，我先把它记下来
凉丝丝,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到凉丝丝的意思，我先把它记下来
千秋万载,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,千秋万岁 ，宋代， 李冠 ，杏花好子细君须辨。比早梅深夭桃浅。把鲛绡淡拂鲜红面。蜡融紫萼重重现。烟外悄，风中笑，香满院。欲绽全开俱可羡。粹美妖娆无处选。除卿卿似寻常见。倚天真艳冶轻朱粉，分明洗出胭脂面。追往事，绕芳榭，千千遍。
国威,baike,baike,True,baike,刘国威，现任福田区文联党组书记、主席。 任免信息 2019年3月14日，福田区机构改革任职集中宣布暨新机构集中挂牌大会在福田区委会堂二楼隆重举行。13个新设机构进行了集中揭牌，宣布了106名干部获任新职。
更易,chat,chat.small_talk,False,chat.small_talk,我们先不要聊天啦，好好学习吧！
不惜代价,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到不惜代价这个成语，我先把它记下来
形态万千,,poem_sentence_lookup.content_lookup,True,poem_sentence_lookup.content_lookup,"这是感皇恩中的诗句
感皇恩 ，元代， 姬翼 ，一念失真常，沉沦苦海。六道周游趁情爱。形囚物彀，颠倒何时悬解。在人中分外贪婪差。死去生来，千形万态。宛转循环要宁耐。片时光景，不测头皮更改。劝抽身莫待临时悔。"
饭铺,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到饭铺的意思，我先把它记下来
大龄,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到大龄的意思，我先把它记下来
高致,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到高致的意思，我先把它记下来
就逮,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到就逮的意思，我先把它记下来
炸裂,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到炸裂的意思，我先把它记下来
创痕,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到创痕的意思，我先把它记下来
六弦琴,baike,baike,True,baike,六弦琴: 扎木年，是藏族弹弦乐器，俗称“藏族六弦琴”，藏语意为声音悦耳的琴，深受藏族人民喜爱，是歌舞常用的伴奏乐器。
娃子,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到娃子的意思，我先把它记下来
大饱口福,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到大饱口福这个成语，我先把它记下来
凋残,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到凋残的意思，我先把它记下来
伪币,baike,baike,False,baike,抱歉，小猴答不上来
始发站,baike,baike,True,baike,始发站: 始发站是指城市公共交通系统中，按调度指令发车的起点。
渔猎,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,御猎 ，唐代， 王建 ，青山直绕凤城头，浐水斜分入御沟。新教内人唯射鸭，长随天子苑东游。
磨砂玻璃,baike,baike,False,baike,抱歉，小猴答不上来
使气,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到使气的意思，我先把它记下来
跋前疐后,,poem_sentence_lookup.content_lookup,True,poem_sentence_lookup.content_lookup,"这是进学解中的诗句
进学解 ，唐代， 韩愈 ，国子先生晨入太学，招诸生立馆下，诲之曰：“业精于勤，荒于嬉；行成于思，毁于随。方今圣贤相逢，治具毕张。拔去凶邪，登崇畯良。占小善者率以录，名一艺者无不庸。爬罗剔抉，刮垢磨光。盖有幸而获选，孰云多而不扬？诸生业患不能精，无患有司之不明；行患不能成，无患有司之不公。”
言未既，有笑于列者曰：“先生欺余哉！弟子事先生，于兹有年矣。先生口不绝吟于六艺之文，手不停披于百家之编。纪事者必提其要，纂言者必钩其玄。贪多务得，细大不捐。焚膏油以继晷，恒兀兀以穷年。先生之业，可谓勤矣。
觝排异端，攘斥佛老。补苴罅漏，张皇幽眇。寻坠绪之茫茫，独旁搜而远绍。障百川而东之，回狂澜于既倒。先生之于儒，可谓有劳矣。
沉浸醲郁，含英咀华，作为文章，其书满家。上规姚姒，浑浑无涯；周诰、殷《盘》，佶屈聱牙；《春秋》谨严，《左氏》浮夸；《易》奇而法，《诗》正而葩；下逮《庄》、《骚》，太史所录；子云，相如，同工异曲。先生之于文，可谓闳其中而肆其外矣。
少始知学，勇于敢为；长通于方，左右具宜。先生之于为人，可谓成矣。
然而公不见信于人，私不见助于友。跋前踬后，动辄得咎。暂为御史，遂窜南夷。三年博士，冗不见治。命与仇谋，取败几时。冬暖而儿号寒，年丰而妻啼饥。头童齿豁，竟死何裨。不知虑此，而反教人为？”
先生曰：“吁，子来前！夫大木为杗，细木为桷，欂栌、侏儒，椳、闑、扂、楔，各得其宜，施以成室者，匠氏之工也。玉札、丹砂，赤箭、青芝，牛溲、马勃，败鼓之皮，俱收并蓄，待用无遗者，医师之良也。登明选公，杂进巧拙，纡馀为妍，卓荦为杰，校短量长，惟器是适者，宰相之方也。昔者孟轲好辩，孔道以明，辙环天下，卒老于行。荀卿守正，大论是弘，逃谗于楚，废死兰陵。是二儒者，吐辞为经，举足为法，绝类离伦，优入圣域，其遇于世何如也？今先生学虽勤而不繇其统，言虽多而不要其中，文虽奇而不济于用，行虽修而不显于众。犹且月费俸钱，岁靡廪粟；子不知耕，妇不知织；乘马从徒，安坐而食。踵常途之役役，窥陈编以盗窃。然而圣主不加诛，宰臣不见斥，兹非其幸欤？动而得谤，名亦随之。投闲置散，乃分之宜。若夫商财贿之有亡，计班资之崇庳，忘己量之所称，指前人之瑕疵，是所谓诘匠氏之不以杙为楹，而訾医师以昌阳引年，欲进其豨苓也。"
曾经沧桑,zh_dic,no_task,False,no_task,抱歉，小猴没听懂。
报账,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到报账的意思，我先把它记下来
止渴,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到止渴的意思，我先把它记下来
调包,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到调包的意思，我先把它记下来
阅兵,baike,baike,True,baike,阅兵: 阅兵，是对武装力量进行检阅的仪式。包括: 阅兵式和分列式。
名门望族,baike,baike,True,baike,名门望族: 名门望族是指历史悠久而声望很髙的家族。释义: 豪门即显要的家庭或有特权的家族。
停播,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到停播的意思，我先把它记下来
口无遮拦,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到口无遮拦这个成语，我先把它记下来
灯火阑珊,,poem_sentence_lookup.content_lookup,True,poem_sentence_lookup.content_lookup,"这是柳梢青 其四 黄栀林送李粹伯中的诗句
柳梢青 其四 黄栀林送李粹伯 ，宋代， 赵师侠 ，料峭馀寒。元宵欲过，灯火阑珊。宿酒难醒，新愁未解，摇兀吟鞍。深林百舌关关。更雨洗桃红未干。野烧痕青，荒陂水满，春事何堪。"
假币,baike,baike,False,baike,抱歉，小猴答不上来
无边无涯,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到无边无涯这个成语，我先把它记下来
拔取,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到拔取的意思，我先把它记下来
后援,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到后援的意思，我先把它记下来
笔供,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到笔供的意思，我先把它记下来
末班车,baike,baike,False,baike,抱歉，小猴答不上来
花柳病,baike,baike,True,baike,花柳病: 花柳病，即性病，目前称之为性传播疫病，在古代被认为这是寻“花”问“柳”之病，自然和嫖妓、乱交有很大关系，也因此而得名。常见病因: 病毒，衣原体，支原体，螺旋体。
四处奔波,zh_dic,no_task,False,no_task,抱歉，小猴没理解。
芙蕖,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,芙蕖 ，宋代， 王安石 ，芙蕖耐夏复宜秋，一种今年便满沟。南荡东陂无此物，但随深浅见游鯈。
科罚,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到科罚的意思，我先把它记下来
犯得着,chat,chat.small_talk,False,chat.small_talk,我们先不要聊天啦，好好学习吧！
水能载舟，亦能覆舟,,poem_title_lookup.content_lookup,False,poem_title_lookup.content_lookup,小猴没有找到相关的诗词信息
阳光灿烂,zh_dic,no_task,False,no_task,抱歉，小猴没理解。
千夫,baike,baike,True,baike,千夫长是一种古代武官的官职名称。 也是一名现代作家的笔名。千夫长，1962年出生于内蒙古哲里木盟科尔沁左翼后旗。80年代离开草原，进城读书，开始文学创作。
巨奸大猾,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到巨奸大猾这个成语，我先把它记下来
睾丸,baike,baike,False,baike,抱歉，小猴答不上来
醒觉,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到醒觉的意思，我先把它记下来
穹顶,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到穹顶的意思，我先把它记下来
奶嘴,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到奶嘴的意思，我先把它记下来
漏光,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到漏光的意思，我先把它记下来
河南梆子,baike,baike,True,baike,河南梆子: 豫剧起源于中原（河南），是中国五大戏曲剧种之一，中国第一大地方剧种。腔调: 祥符调、豫东调、豫西调、沙河调。
租钱,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到租钱的意思，我先把它记下来
连蹦带跳,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到连蹦带跳这个成语，我先把它记下来
早车,baike,baike,False,baike,抱歉，小猴答不上来
难民营,baike,baike,False,baike,抱歉，小猴答不上来
咏赞,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到咏赞的意思，我先把它记下来
阑干,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,阑干 ，唐代， 韩偓 ，扫花虽恨夜来雨，把酒却怜晴后寒。吴质谩言愁得病，当时犹不凭阑干。
毒杀,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到毒杀的意思，我先把它记下来
上坡路,baike,baike,True,baike,上坡路: 指由下往上的路，越走越高，也指过程中的困难。
末座,baike,baike,True,baike,末座: 末座是汉语词汇，拼音为mozuo，解释为座次的末尾。
画师,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,画石 ，唐代， 刘商 ，苍藓千年粉绘传，坚贞一片色犹全。那知忽遇非常用，不把分铢补上天。
主办方,baike,baike,True,baike,主办方: 主办方是有权举办某项活动的机构，就是发起展览会或会议，论坛的单位或个人。
或然,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到或然的意思，我先把它记下来
坟场,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到坟场的意思，我先把它记下来
安寝,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到安寝的意思，我先把它记下来
座无空席,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到座无空席这个成语，我先把它记下来
平平整整,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到平平整整这个成语，我先把它记下来
滴翠,baike,baike,True,baike,滴翠: 滴翠，汉语词汇。释义: 翠绿的程度，像要滴下水来的样子。
科场,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到科场的意思，我先把它记下来
佻薄,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到佻薄的意思，我先把它记下来
后坐力,baike,baike,True,baike,后坐力:后坐力: 受到火药气体的压力。 来源枪械发射时子弹壳同样受到火药气体的压力，从而推动枪机后坐，后坐的枪机撞击和枪托相连的机框，从而产生后坐力，因此理论上口径越大，撞击越猛，后坐越强，但是枪在设计时有缓冲机构，可以延长撞击时间从而减低后坐力，同时，高效的枪口制退器同样可以减小后坐力（原理类似火箭向后喷气），所以，后坐力的大小和口径有关，但枪械本身的结构设计影响更大。
多虑,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到多虑的意思，我先把它记下来
洪涝,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到洪涝的意思，我先把它记下来
厌恨,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到厌恨的意思，我先把它记下来
他山之攻,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,他山之石 ，宋代， 袁燮 ，他山之石能攻玉，诗人此意宜三复。莫嫌山骨太坚峭，足使国珍充韫匮。磨砻砥砺功日新，圭璧琮璜光可烛。人生行己良独难，昼夜营营昏利慾。欲为全德古君子，莫弃忠规甘谄曲。忠规未必皆我友，言是人非亦可录。彼虽蒙蔽不自知，察人过差穷隠伏。圣人阃域未易到，责我谓我追遐躅。观渠待我最深厚，我听其言当佩服。端知良药苦难堪，已我沈疴功甚速。古人闻过每欣喜，要令忠告来相续。今我昏怠不自强，逆耳阔疎亲软熟。嗟予未免世俗病，每读古书知不足。今朝偶诵攻玉诗，从此闻善三薰沐。
春阳,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,春阳 ，宋代， 孔平仲 ，春阳已出地，冰雪尚峥嵘。半作泥涂湿，尤妨车马行。溪流成小派，海气乱新晴。湮鬰须披豁，谁同上古城。
向光性,baike,baike,True,baike,植物生长器官受单方向光照射而引起生长弯曲的现象称为向光性。对高等植物而言，向光性主要指植物地上部分茎叶的正向光性。以前认为根没有向光性反应，然而近年来以拟南芥为研究材料，发现根有负向光性。植物的向光性以嫩茎尖、胚芽鞘和暗处生长的幼苗最为敏感。生长旺盛的向日葵、棉花等植物的茎端还能随太阳而转动。向光性是植物的一种生态反应，如茎叶的向光性，能使叶子尽量处于吸收光能的最适位置进行光合作用。
洄游,baike,baike,True,baike,洄游[一种鱼类运动]:洄游动力: 2种。 洄游（migration）是鱼类运动的一种特殊形式，是一些鱼类的主动、定期、定向、集群、具有种的特点的水平移动。
抠门,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到抠门的意思，我先把它记下来
白晃晃,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到白晃晃的意思，我先把它记下来
气定神闲,,poem_sentence_lookup.content_lookup,True,poem_sentence_lookup.content_lookup,"这是题巴陵宰邓器先北窗中的诗句
题巴陵宰邓器先北窗 ，唐代， 王炎 ，权利炙手热，争道俱着鞭。鸡鸣已盥栉，日莫未息肩。中宵一假寐，梦想游钧天。达人袖手观，方寸常超然。冰壶不受暑，凛凛含清寒。消摇北窗下，俯仰宇宙宽。千诗句有眼，一曲琴无絃。开尊对白堕，拂榻饱黑甜。功名不挂念，气定神自闲。渊明亦一出，未倦飞已还。我常疑若人，本不欲闭关。漫仕今墨绶，阅世垂苍颜。卷舒各有时，隠显皆足贤。先正文昌丞，玉立四近班。风流被后昆，世以忠孝传。丹扆新日月，黄图旧山川。故家乔木高，义气许国坚。前贤经济心，不在轩冕间。才猷时所须，何得无里言。高枕恐未稳，鸣珂终小骞。煌煌汉元侯，事业光青编。"
绵延不绝,zh_dic,no_task,False,no_task,抱歉，小猴没听懂。
形同陌路,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到形同陌路这个成语，我先把它记下来
贬词,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,边词 ，唐代， 张敬忠 ，五原春色旧来迟，二月垂杨未挂丝。即今河畔冰开日，正是长安花落时。
偏口鱼,baike,baike,True,baike,偏口鱼: 偏口鱼，即比目鱼，高眼鲽，是硬骨鱼纲鲽形目鱼类的总称，包括鰜科、鲆科、鲽科、鳎科、舌鳎科鱼类。科: 鰜科、鲆科、鲽科、鳎科、舌鳎科。
命数,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,命书 ，宋代， 陈造 ，命书唐滥觞，委源传吕后。有倡莫为遏，波荡今不救。字育叵数计，八字讵所囿。甲子动垓亿，举一百万漏。荒唐无稽据，诵言指休咎。柰何聪达人，颇复安此谬。怀刺曳长裾，偃蹇文士右。夸诩走干谒，荐墨不待叩。士有待濡沬，百请不一售。我昔游江淮，知识间新旧。文士不到眼，此辈日交簉。辞章轻杯水，羡彼行橐富。鳃鳃问利禄，吾儒所深陋。自笑与世违，迂论取排诟。
茶褐色,baike,baike,False,baike,抱歉，小猴答不上来
船家,baike,baike,True,baike,船家: 船家是一个汉语词语，拼音是chuán jīa，意思是靠营运或捕捞为生计的船户。拼音: chuán jīa。
薄情寡义,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到薄情寡义这个成语，我先把它记下来
激浪,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到激浪的意思，我先把它记下来
朝气勃勃,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到朝气勃勃这个成语，我先把它记下来
欲取姑与,,poem_title_lookup.content_lookup,False,poem_title_lookup.content_lookup,小猴没有找到相关的诗词信息
驾鹤西去,,poem_title_lookup.content_lookup,False,poem_title_lookup.content_lookup,小猴没有找到相关的诗词信息
用计铺谋,,poem_sentence_lookup.content_lookup,True,poem_sentence_lookup.content_lookup,"这是刘玄德醉走黄鹤楼・尾声中的诗句
刘玄德醉走黄鹤楼・尾声 ，唐代， 无名氏 ，他那里明明的捧着瑶觞，暗暗的藏着军将，用计铺谋怎防？着主公坐在那难走难逃筵会上，你心下自索参详，自度量，不比寻常，他则待赚虎离窝入地网。刘封云哎，赵叔，你不知道，那黄鹤楼近在水边。若水长呵，我安排战船，搭起浮桥，接应我父亲。他便跌下水去，落的他睡一觉。正末唱那黄鹤楼接大水长，翻波滚浪，正末云若主公不听赵云谏当呵。唱知他是甚风儿吹过汉阳江？下刘封云老赵，你去，我父亲他也不听你说。父亲走一遭，则管嚼食去。刘末云刘封，你与赵云紧守着城池。则着三五骑人马，跟我过江，直至黄鹤楼上赴宴，走一遭去。子龙心下莫踌躇，今朝止马践程途。过江亲赴碧莲会，直至那黄鹤楼上见周瑜。下刘封云父亲去了也。为甚么我赍发的俺父亲过江去？那周瑜是个是智多谋的人，俺父亲若有些好歹，他这个位，就是我承袭。凭着我这般好心肠，天也与我半碗饭吃。下。"
刁顽,baike,baike,True,baike,刁顽: 刁顽，汉语词汇。出处: 元·关汉卿《鲁斋郎》第三折。
前程似锦,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到前程似锦这个成语，我先把它记下来
因特网,baike,baike,True,baike,因特网（Internet）是一组全球信息资源的总汇。有一种粗略的说法，认为INTERNET是由于许多小的网络（子网）互联而成的一个逻辑网，每个子网中连接着若干台计算机（主机）。Internet以相互交流信息资源为目的，基于一些共同的协议，并通过许多路由器和公共互联网而成，它是一个信息资源和资源共享的集合。
分爨,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到分爨的意思，我先把它记下来
游山逛水,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,游山水 ，明代， 陈繗 ，山色连云断，霞光照水飞。浪奔船势疾，波阔橹声微。水鸟翔还集，江花密更稀。五湖灯景好，范蠡亦忘归。
公共场所,zh_dic,no_task,False,no_task,抱歉，小猴没听懂。
卧房,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到卧房的意思，我先把它记下来
苦日子,chat,chat.small_talk,False,chat.small_talk,我们先不要聊天啦，好好学习吧！
寂静无声,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到寂静无声这个成语，我先把它记下来
晚班,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到晚班的意思，我先把它记下来
处男,baike,baike,True,baike,处男: 处男，或称童贞、童男、在室男，是指未进行过性交的男性。
